City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
292,santa cruz,-17.8,-63.1667,30.2,61,39,6.56,BO,1715202898
293,angarsk,52.5367,103.8864,6.4,54,100,2.17,RU,1715202898
294,pangody,65.85,74.4859,-13.12,100,95,3.54,RU,1715202871
295,loreto,22.2667,-101.9667,33.08,9,100,6.11,MX,1715202846
296,i-n-salah,27.1935,2.4607,31.84,16,61,8.71,DZ,1715202746
297,serov,59.6033,60.5787,7.04,100,100,1.6,RU,1715202900
298,andergrove,-21.0833,149.1833,22.03,83,79,7.98,AU,1715202683
299,carnarvon,-24.8667,113.6333,21.46,54,69,1.79,AU,1715202676
300,puerto san jose,13.9256,-90.8244,31.51,62,56,6.05,GT,1715202749
301,ouesso,1.6136,16.0517,25.11,77,91,1.61,CG,1715202903
302,la sarre,48.8002,-79.1996,12.67,45,100,6.15,CA,1715202903
303,zalingei,12.9096,23.4741,29.65,14,100,3.35,SD,1715202904
304,comodoro rivadavia,-45.8667,-67.5,7.21,57,2,2.29,AR,1715202511
305,aktobe,50.2797,57.2072,11.05,93,75,8.0,KZ,1715202905
306,gargalianoi,37.0667,21.6333,17.42,80,100,2.38,GR,1715202905
307,xique xique,-10.8217,-42.7311,27.88,58,58,2.72,BR,1715202906
308,chonchi,-42.6128,-73.8092,8.95,91,100,3.51,CL,1715202644
309,kargil,34.5667,76.1,2.01,46,1,2.05,IN,1715202907
310,quang ngai,15.1167,108.8,23.04,94,77,2.3,VN,1715202908
311,namdrik,5.5994,168.1028,28.39,80,60,6.75,MH,1715202908
312,izberbash,42.5696,47.8645,19.03,52,100,3.78,RU,1715202909
313,frederikssund,55.8396,12.069,11.66,75,32,0.45,DK,1715202910
314,dagumba-an,8.1531,124.5908,21.59,92,43,1.28,PH,1715202910
315,tenenkou,14.4572,-4.9169,37.93,22,38,4.21,ML,1715202911
316,mahibadhoo,3.7833,72.9667,29.4,72,100,2.96,MV,1715202713
317,soufriere,13.8562,-61.0566,30.81,77,75,7.72,LC,1715202912
318,noumea,-22.2763,166.4572,22.78,99,71,5.74,NC,1715202525
319,labrador city,52.9463,-66.9114,6.77,36,20,5.36,CA,1715202912
320,wangqing,43.3218,129.7634,10.15,62,100,1.24,CN,1715202913
321,douentza,14.9951,-2.9517,36.82,18,20,1.27,ML,1715202913
322,kimbe,-5.5502,150.1429,24.75,97,100,0.8,PG,1715202914
323,afif,23.9065,42.9172,25.74,20,0,4.17,SA,1715202914
324,jamestown,42.097,-79.2353,19.77,66,0,8.6,US,1715202915
325,ha'il,27.5219,41.6907,22.01,21,0,2.06,SA,1715202915
326,crane,31.3974,-102.3501,32.79,9,0,8.5,US,1715202699
327,tatahuicapan,18.2333,-94.75,40.35,18,100,7.4,MX,1715202916
328,kapa'a,22.0752,-159.319,26.99,85,100,4.12,US,1715202668
329,gadzhiyevo,69.2551,33.3362,-5.15,78,98,0.7,RU,1715202917
330,iskateley,67.6803,53.1512,-4.99,88,100,7.15,RU,1715202646
331,palmer,42.1584,-72.3287,24.92,85,75,1.54,US,1715202919
332,san jose,37.3394,-121.895,27.69,23,0,9.26,US,1715202705
333,oranjemund,-28.55,16.4333,14.57,86,1,5.56,NA,1715202920
334,xilin hot,43.9667,116.0333,10.35,22,100,3.74,CN,1715202921
335,vallegrande,-18.4897,-64.1069,23.11,69,2,2.74,BO,1715202676
336,piacabucu,-10.4056,-36.4344,25.49,89,0,3.82,BR,1715202922
337,ugbokpo,7.6565,7.8664,29.46,70,100,3.66,NG,1715202923
338,rouissat,31.9243,5.3502,24.04,38,100,3.09,DZ,1715202884
339,cavalaire-sur-mer,43.174,6.5272,17.07,68,89,1.79,FR,1715202924
340,al hufuf,25.3646,49.5653,27.19,28,0,6.17,SA,1715202924
341,thief river falls,48.1191,-96.1812,21.53,42,20,6.17,US,1715202755
342,chibougamau,49.9168,-74.3659,9.61,48,100,3.52,CA,1715202669
343,yershov,51.3513,48.2766,5.37,58,0,4.37,RU,1715202926
344,tabou,4.423,-7.3528,27.37,83,90,2.68,CI,1715202923
345,dryden,49.7833,-92.7503,18.16,34,0,4.63,CA,1715202900
346,mermoz boabab,14.7065,-17.4758,24.31,88,75,4.12,SN,1715202926
347,dalandzadgad,43.5708,104.425,17.73,33,100,3.93,MN,1715202927
348,hami,42.8,93.45,19.9,32,0,6.23,CN,1715202928
349,huron,41.1501,-82.5499,25.96,35,0,4.96,US,1715202845
350,wanxian,30.8039,108.3897,22.4,73,100,1.25,CN,1715202929
351,baikonur,45.6167,63.3167,18.26,55,3,4.16,KZ,1715202929
352,lata,40.1629,-8.3327,18.29,58,76,1.15,PT,1715202930
353,vila franca do campo,37.7167,-25.4333,18.27,99,36,3.71,PT,1715202930
354,oltinko'l,40.8011,72.1634,24.92,35,97,2.97,UZ,1715202931
355,morioka,39.7036,141.1525,6.93,75,58,0.71,JP,1715202704
356,tucumcari,35.1717,-103.725,26.08,8,0,14.4,US,1715202932
357,axim,4.8699,-2.2405,28.0,82,43,4.28,GH,1715202932
358,faridpur,23.6,89.8333,25.29,75,74,3.04,BD,1715202933
359,kourou,5.1552,-52.6478,29.03,79,74,3.63,GF,1715202933
360,gilgit,35.9221,74.3087,16.31,41,0,2.04,PK,1715202934
361,melfort,52.8667,-104.6177,18.07,34,7,2.57,CA,1715202934
362,palikir - national government center,6.9248,158.1611,28.41,84,100,2.57,FM,1715202674
363,ancud,-41.8697,-73.8203,10.18,84,100,8.19,CL,1715202935
364,acajutla,13.5928,-89.8275,30.88,68,100,3.37,SV,1715202936
365,howard springs,-12.497,131.047,23.95,98,25,2.0,AU,1715202936
366,mbalmayo,3.5167,11.5,20.65,99,100,1.32,CM,1715202937
367,rokupr,8.6717,-12.395,26.84,87,86,2.5,SL,1715202937
368,brookings,44.3114,-96.7984,22.19,30,40,6.17,US,1715202938
369,kilinochchi,9.3961,80.3982,25.49,87,100,2.27,LK,1715202938
370,labytnangi,66.6572,66.4183,-2.57,83,100,6.12,RU,1715202892
371,katsuren-haebaru,26.3369,127.8719,20.22,72,20,2.57,JP,1715202749
372,anloga,5.7947,0.8973,29.51,76,100,5.48,GH,1715202940
373,jagdispur,25.4833,84.4167,28.03,52,13,2.77,IN,1715202940
374,bodo,67.28,14.405,5.02,80,75,6.17,NO,1715202683
375,howrah,22.5892,88.3103,27.0,83,40,0.0,IN,1715202941
376,chukhloma,58.7525,42.6825,-3.28,73,99,2.68,RU,1715202942
377,trujillo,-8.116,-79.03,19.98,83,40,5.66,PE,1715202689
378,polyarnyy,69.1989,33.4478,-5.79,78,90,0.82,RU,1715202696
379,beyneu,45.3167,55.2,14.38,81,100,11.11,KZ,1715202943
380,vilyuysk,63.7553,121.6247,-3.89,95,100,4.02,RU,1715202711
381,turkestan,43.3333,68.25,24.02,41,100,0.87,KZ,1715202944
382,kokuy,52.2037,117.5529,3.98,41,15,1.0,RU,1715202945
383,ulladulla,-35.35,150.4667,15.17,85,93,0.99,AU,1715202946
384,guerrero negro,27.9769,-114.0611,19.37,59,0,8.57,MX,1715202722
385,zhezqazghan,47.7833,67.7667,17.79,59,97,3.4,KZ,1715202947
386,katpur,21.05,71.7833,29.32,62,0,4.82,IN,1715202947
387,maxixe,-23.8597,35.3472,19.76,82,0,2.32,MZ,1715202948
388,san javier,37.8063,-0.8374,18.04,77,82,1.79,ES,1715202948
389,modimolle,-24.7,28.4,17.08,33,0,1.22,ZA,1715202949
390,road town,18.4167,-64.6167,27.02,78,75,3.6,VG,1715202825
391,port douglas,-16.4833,145.4667,24.41,81,95,7.47,AU,1715202669
392,belgrade,44.804,20.4651,16.81,85,0,2.57,RS,1715202534
393,nanzhang chengguanzhen,31.7839,111.8275,19.4,71,100,1.98,CN,1715202951
394,san borja,-14.8167,-66.85,28.34,87,84,1.23,BO,1715202903
395,udaipur,24.5712,73.6918,29.03,29,0,4.68,IN,1715202952
396,benjamin aceval,-24.9667,-57.5667,26.08,89,100,4.32,PY,1715202952
397,essaouira,31.5125,-9.77,18.43,83,94,6.74,MA,1715202682
398,thal,35.4791,72.2439,9.27,45,1,3.1,PK,1715202953
399,millville,39.4021,-75.0393,30.55,42,0,7.2,US,1715202944
400,yinchuan,38.4681,106.2731,19.61,45,4,2.99,CN,1715202954
401,raja,8.4596,25.678,28.78,28,14,1.68,SS,1715202955
402,wuhu,31.3366,118.3755,14.09,85,100,3.44,CN,1715202955
403,nahiyat ash shinafiyah,31.5874,44.6602,25.92,20,0,3.01,IQ,1715202956
404,tadine,-21.55,167.8833,22.58,52,3,7.41,NC,1715202729
405,puerto carreno,6.189,-67.4859,34.04,52,88,1.36,CO,1715202956
406,timimoun,29.2639,0.231,28.21,13,0,5.66,DZ,1715202958
407,kittila,67.6647,24.8936,-0.92,51,0,1.03,FI,1715202728
408,la'ie,21.6477,-157.9253,27.98,71,13,1.79,US,1715202714
409,princeville,45.7668,-61.2985,10.89,78,0,6.17,CA,1715202959
410,bogo,11.0517,124.0055,26.34,84,100,2.43,PH,1715202960
411,al hamul,31.3115,31.1477,17.35,67,21,3.31,EG,1715202961
412,nadi,-17.8,177.4167,26.0,65,20,2.57,FJ,1715202961
413,zapolyarnyy,69.4154,30.8136,-2.4,91,15,0.83,RU,1715202662
414,nevel'sk,46.6733,141.8633,2.9,80,81,5.44,RU,1715202962
415,wielen,52.8946,16.1714,7.96,64,18,2.43,PL,1715202963
416,ayancik,41.9447,34.5861,15.67,68,11,1.6,TR,1715202963
417,shangzhi,45.2167,127.9667,9.78,61,34,4.75,CN,1715202964
418,preobrazheniye,42.9019,133.9064,6.86,76,21,2.74,RU,1715202964
419,rosales,15.8944,120.6328,26.02,81,40,2.67,PH,1715202965
420,big bend,-26.8167,31.9333,18.47,94,3,1.01,SZ,1715202965
421,ebon,4.582,168.6964,28.49,78,23,6.16,MH,1715202966
422,chipinge,-20.1883,32.6236,13.35,73,0,2.09,ZW,1715202966
423,flin flon,54.7682,-101.865,17.91,36,20,2.57,CA,1715202967
424,fort st. john,56.2499,-120.8529,15.94,29,20,10.8,CA,1715202967
425,cova figueira,14.8905,-24.2934,21.14,53,0,4.19,CV,1715202968
426,al mutayrifi,25.4788,49.5576,27.19,30,22,6.47,SA,1715202968
427,kerikeri,-35.2268,173.9474,14.39,78,4,5.36,NZ,1715202969
428,acarau,-2.8856,-40.12,26.49,85,90,3.69,BR,1715202923
429,sinop,41.7711,34.8709,12.51,61,8,3.21,TR,1715202970
430,vorkuta,67.5,64.0,-9.38,93,100,2.24,RU,1715202699
431,kavaratti,10.5669,72.642,30.22,69,92,4.35,IN,1715202875
432,taguatinga,-12.3857,-46.5711,28.8,42,75,1.83,BR,1715202971
433,oliver,49.1831,-119.5524,20.95,18,7,5.14,CA,1715202972
434,pervomayskoye,43.919,46.7102,13.44,81,97,3.51,RU,1715202972
435,basco,20.4487,121.9702,27.13,72,98,12.72,PH,1715202973
436,alesund,62.4723,6.1549,11.51,81,0,3.09,NO,1715202765
437,baoding,38.8511,115.4903,17.06,35,100,3.68,CN,1715202974
438,braintree,51.8782,0.5529,13.22,83,52,0.89,GB,1715202974
439,awjilah,29.1081,21.2869,26.21,14,0,6.09,LY,1715202975
440,sergeyevka,53.88,67.4158,16.93,44,100,7.37,KZ,1715202975
441,inhambane,-23.865,35.3833,20.57,79,0,2.73,MZ,1715202976
442,ketchikan,55.3422,-131.6461,11.3,82,75,6.69,US,1715202976
443,gotsucho,35.0,132.2167,9.6,70,19,1.72,JP,1715202977
444,nova vicosa,-17.8919,-39.3719,25.8,80,0,2.63,BR,1715202977
445,broken hill,-31.95,141.4333,12.58,84,38,4.44,AU,1715202978
446,tocopilla,-22.092,-70.1979,19.66,75,80,2.6,CL,1715202714
447,gamay,12.3854,125.2979,24.66,92,100,1.24,PH,1715202979
448,tepetzintla,21.1667,-97.8333,45.05,18,75,5.8,MX,1715202979
449,medina,24.4686,39.6142,27.24,12,0,1.54,SA,1715202901
450,brisas de zicatela,15.8369,-97.0419,29.92,61,100,5.82,MX,1715202705
451,bol'shoye boldino,55.0059,45.3142,-0.09,90,100,1.52,RU,1715202981
452,wakkanai,45.4094,141.6739,2.72,81,8,4.46,JP,1715202982
453,tsiombe,-25.3,45.4833,20.73,83,0,2.92,MG,1715202982
454,bayanhongor,46.7167,100.1167,6.1,75,53,1.88,MN,1715202983
455,tiassale,5.8983,-4.8283,25.55,96,99,1.69,CI,1715202983
456,hasparren,43.3838,-1.305,14.63,94,75,1.54,FR,1715202984
457,al manshah,26.4769,31.8035,25.7,11,99,2.75,EG,1715202984
458,swift current,50.2834,-107.8014,16.45,59,75,8.75,CA,1715202985
459,zindah jan,34.3426,61.7468,24.11,48,100,8.81,AF,1715202985
460,shiqian,27.5225,108.2281,16.73,95,100,1.04,CN,1715202986
461,debre birhan,9.6833,39.5333,12.45,87,82,1.87,ET,1715202986
462,louhans,46.6667,5.1667,12.94,89,1,0.45,FR,1715202987
463,kalmunai,7.4167,81.8167,27.23,80,100,2.17,LK,1715202988
464,williams lake,52.1415,-122.1445,16.76,33,20,3.6,CA,1715202902
465,swakopmund,-22.6833,14.5333,15.55,84,1,0.89,NA,1715202989
466,luganville,-15.5333,167.1667,24.84,78,96,4.81,VU,1715202989
467,langenargen,47.6,9.55,13.01,89,100,1.54,DE,1715202989
468,centenario do sul,-22.8211,-51.5953,26.94,41,41,2.49,BR,1715202990
469,tralee,52.2704,-9.7026,11.04,85,79,1.76,IE,1715202925
470,savelugu,9.6244,-0.8253,31.99,54,45,4.77,GH,1715202991
471,shadegan,30.6497,48.6647,21.97,27,0,4.7,IR,1715202991
472,caxito,-8.5785,13.6643,23.72,98,42,0.25,AO,1715202992
473,torghay,49.6339,63.4981,17.19,66,46,6.61,KZ,1715202992
474,robertsport,6.7533,-11.3686,28.19,82,98,3.49,LR,1715202993
475,angaur state,6.906,134.13,28.51,76,42,3.63,PW,1715202994
476,temirlanovka,42.5994,69.2633,21.77,52,91,2.46,KZ,1715202994
477,fortaleza,-3.7227,-38.5247,29.56,79,20,4.12,BR,1715202914
478,nabire,-3.3667,135.4833,24.61,90,100,1.05,ID,1715202995
479,tambura,5.6,27.4667,26.37,42,60,1.79,SS,1715202996
480,perryton,36.4,-100.8027,25.11,20,0,0.94,US,1715202996
481,portland,45.5234,-122.6762,20.09,54,20,3.6,US,1715202856
482,xinyuan,37.3,99.0,4.66,62,100,0.91,CN,1715202997
483,zaragoza,41.6561,-0.8773,18.9,52,0,4.63,ES,1715202845
484,taulaga,-11.0553,-171.0883,29.65,75,96,6.05,AS,1715202998
485,ugoofaaru,5.6667,73.0,29.64,73,99,4.26,MV,1715202999
486,kaura namoda,12.5898,6.5779,35.48,17,91,2.91,NG,1715202999
487,qamdo,31.1667,97.2333,5.09,63,100,2.63,CN,1715203000
488,keelung,25.1283,121.7419,21.64,59,100,4.14,TW,1715203000
489,chernyshevsk,52.5243,117.0174,4.1,40,18,0.84,RU,1715203001
490,port moresby,-9.4431,147.1797,24.68,94,100,3.6,PG,1715203001
491,hasaki,35.7333,140.8333,10.22,83,100,10.52,JP,1715203002
492,namibe,-15.1961,12.1522,23.69,64,0,2.89,AO,1715203002
493,mahikeng,-25.8652,25.6442,15.99,48,0,1.54,ZA,1715203002
494,barra do bugres,-15.0725,-57.1811,30.6,57,24,1.14,BR,1715203004
495,kavieng,-2.5744,150.7967,28.48,81,92,5.44,PG,1715203004
496,rosalie,15.3667,-61.2667,27.88,76,98,4.49,DM,1715203005
497,saint-pierre,-21.3393,55.4781,23.82,64,40,6.69,RE,1715203005
498,nuku'alofa,-21.1333,-175.2,26.19,73,75,4.12,TO,1715203006
499,antsiranana,-12.2787,49.2917,24.5,78,100,8.08,MG,1715203007
500,kamiiso,41.8167,140.65,6.21,75,100,1.54,JP,1715203007
501,agat village,13.3886,144.6585,28.06,87,100,4.12,GU,1715203008
502,shitanjing,39.2342,106.3439,15.78,54,10,5.69,CN,1715203008
503,faya-largeau,17.9257,19.1043,34.68,13,6,4.58,TD,1715203009
504,kirensk,57.7853,108.1119,6.09,70,100,0.89,RU,1715203009
505,acapulco de juarez,16.8634,-99.8901,28.9,70,100,5.14,MX,1715202883
506,boticas,41.6758,-7.716,15.08,56,22,0.31,PT,1715203010
507,katabu,-4.9333,122.5167,23.44,96,79,1.63,ID,1715203011
508,zwedru,6.0667,-8.1281,24.8,95,99,1.4,LR,1715203011
509,benjamin constant,-4.3831,-70.0311,33.07,66,20,2.06,BR,1715203012
510,newman,37.3138,-121.0208,25.08,27,0,6.26,US,1715203012
511,grand-lahou,5.1367,-5.0242,27.88,82,99,4.53,CI,1715203013
512,adrar,20.5022,-10.0711,32.91,6,3,3.02,MR,1715203013
513,arno,60.1167,18.6333,2.66,95,100,2.41,SE,1715203014
514,shiguai,40.7058,110.2856,16.19,40,20,1.87,CN,1715203014
515,nanakuli,21.3906,-158.1547,27.97,61,40,4.63,US,1715203015
516,northam,51.0333,-4.2167,12.36,88,99,0.84,GB,1715203015
517,alofi,-19.0595,-169.9187,25.94,94,75,0.51,NU,1715203016
518,hacienda huancane,-15.8222,-70.8856,9.97,51,71,2.46,PE,1715203016
519,tosontsengel,48.7567,98.2839,6.41,92,97,1.55,MN,1715203018
520,marsabit,2.3284,37.9899,19.11,78,44,8.75,KE,1715203018
521,luanda,-8.8368,13.2343,27.0,90,100,3.6,AO,1715202869
522,port alfred,-33.5906,26.891,17.88,98,100,0.45,ZA,1715203019
523,marsh harbour,26.5412,-77.0636,25.11,69,0,5.97,BS,1715203019
524,morondava,-20.2833,44.2833,24.33,65,0,4.34,MG,1715203020
525,tindouf,27.6711,-8.1474,31.77,9,49,6.11,DZ,1715202722
526,karratha,-20.7377,116.8463,23.12,65,0,3.07,AU,1715203021
527,the pas,53.8251,-101.2541,16.01,44,0,4.12,CA,1715202961
528,beidaihehaibin,39.8222,119.5181,16.45,45,44,2.14,CN,1715203022
529,bangassou,4.7413,22.8184,29.13,41,96,0.49,CF,1715203023
530,kabare,-2.4683,28.8242,17.28,98,100,0.54,CD,1715203023
531,side,36.7667,31.3885,18.32,71,22,0.86,TR,1715203024
532,santana,-0.0583,-51.1817,29.1,79,40,2.06,BR,1715202905
533,puerto deseado,-47.7503,-65.8938,5.97,63,11,0.74,AR,1715202987
534,smidovich,48.6,133.8167,10.31,75,100,6.19,RU,1715203025
535,villamuriel de cerrato,41.9547,-4.506,13.7,75,27,3.73,ES,1715203026
536,lorengau,-2.0226,147.2712,27.72,82,100,5.82,PG,1715202930
537,al kharj,24.155,47.3346,20.32,27,4,7.51,SA,1715202832
538,bilicenii vechi,47.6564,28.0472,11.11,56,100,1.4,MD,1715203027
539,griffith,41.5284,-87.4237,29.06,40,0,5.66,US,1715202978
540,remire-montjoly,4.9167,-52.2667,29.02,74,40,2.57,GF,1715203028
541,namsos,64.4662,11.4957,5.95,87,20,4.12,NO,1715202943
542,kayangel,8.0823,134.7173,28.74,75,54,5.93,PW,1715203029
543,mpongwe,-13.5091,28.155,16.69,64,63,2.54,ZM,1715203030
544,kilju,40.9642,129.3278,10.8,61,70,1.39,KP,1715203030
545,onguday,50.75,86.15,7.51,77,2,0.81,RU,1715203031
546,rikaze,29.25,88.8833,6.41,44,96,2.46,CN,1715203031
547,petrozavodsk,61.7849,34.3469,-0.83,51,40,8.94,RU,1715203022
548,tubarjal,30.4999,38.216,21.74,12,0,3.62,SA,1715203032
549,argo,37.6333,22.7333,16.07,80,100,1.01,GR,1715203033
550,champerico,14.3,-91.9167,31.04,63,61,5.83,GT,1715203033
551,puerto aysen,-45.4,-72.7,5.21,100,100,1.1,CL,1715203034
552,jamalpur,24.9167,89.9333,22.36,66,97,1.99,BD,1715203034
553,los teques,10.3445,-67.0433,23.56,55,100,0.73,VE,1715202996
554,pacific grove,36.6177,-121.9166,24.69,47,0,2.24,US,1715203035
555,pingyi,35.5006,117.6308,14.56,54,100,1.81,CN,1715203036
556,trairi,-3.2778,-39.2689,25.58,92,99,2.83,BR,1715202951
557,nyurba,63.2842,118.3319,-3.41,93,97,3.03,RU,1715203037
558,malabar,-33.9667,151.25,15.84,92,75,3.6,AU,1715203037
559,cassia,-20.5831,-46.9219,21.93,55,0,0.72,BR,1715203038
560,lagodekhi,41.8268,46.2767,13.5,93,100,0.37,GE,1715203038
561,ixtapa,20.7,-105.2,26.57,74,40,6.69,MX,1715203039
562,santa elena de uairen,4.6167,-61.1333,24.96,70,99,3.11,VE,1715203039
563,karlskoga,59.3267,14.5239,3.73,95,100,2.83,SE,1715203040
564,kabale,-1.2486,29.9899,15.64,97,100,1.31,UG,1715203040
565,prado,-17.3411,-39.2208,25.46,82,0,2.14,BR,1715202902
566,gaddi annaram,17.3669,78.5242,27.79,74,40,3.09,IN,1715203042
567,salinas,36.6777,-121.6555,28.88,42,0,4.63,US,1715203019
568,bermeo,43.4209,-2.7215,15.33,86,75,2.02,ES,1715203043
569,kars,40.602,43.095,2.25,80,0,3.09,TR,1715203043
570,letlhakane,-21.4167,25.5833,18.46,30,0,4.64,BW,1715202873
571,proszowice,50.1927,20.2891,12.1,76,100,3.04,PL,1715203044
572,eaton rapids,42.5092,-84.6558,25.14,38,0,5.66,US,1715202867
573,al jawf,29.5,38.75,21.94,16,0,4.67,SA,1715203045
574,margate,51.3813,1.3862,11.06,88,100,0.89,GB,1715203046
575,shahrud,36.4182,54.9763,13.68,67,45,6.58,IR,1715203046
576,camiri,-20.05,-63.5167,27.88,61,100,2.57,BO,1715203047
577,as saffaniyah,27.9708,48.73,26.2,51,0,6.04,SA,1715203047
578,chinde,26.8418,88.0763,15.88,61,5,2.83,NP,1715203048
579,sanandrei,45.8531,21.1681,15.67,100,0,3.09,RO,1715203048
580,revda,56.801,59.9303,9.29,99,100,1.59,RU,1715203048
581,jiwani,25.05,61.7417,28.68,69,0,1.85,PK,1715203049
582,priozersk,61.0393,30.1291,0.05,70,88,2.98,RU,1715203049
583,urengoy,65.9667,78.3667,-9.77,97,91,3.25,RU,1715203050
